precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MUŞAT COSTICĂ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","AVRAM LIVIU-MIHAIL-PARTIDUL NAȚIONAL LIBERAL-voturi","MATEI NELU-UNIUNEA SALVAȚI ROMÂNIA-voturi","AVRAM ION-PARTIDUL SOCIAL DEMOCRAT-voturi"
41,VRANCEA,"SCOALA GENERALA",272,RUGINEŞTI,177557,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:17:17",255,245,0,5,5,144,134,0,5,5,130,4,269,135,3,5,4,118
41,VRANCEA,"SCOALA GENERALA",271,RUGINEŞTI,177557,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:11:15",554,538,0,4,12,293,277,0,4,12,272,21,607,314,7,98,4,163
41,VRANCEA,"SCOALA GIMNAZIALA ANGHELESTI",270,RUGINEŞTI,177557,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:27:31",1021,1012,2,5,2,496,489,0,5,2,477,19,1116,620,38,125,6,308
41,VRANCEA,"ȘCOALA GIMNAZIALĂ RUGINEȘTI",269,RUGINEŞTI,177557,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:23:33",773,759,0,9,5,367,353,0,9,5,344,23,830,463,31,88,15,210
41,VRANCEA,"ȘCOALA GIMNAZIALĂ RUGINEȘTI",268,RUGINEŞTI,177557,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:57:18",797,785,1,5,6,369,358,0,5,6,353,16,860,491,16,100,16,221
