precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
40,VÂLCEA,"ŞCOALA TELECHEŞTI",294,MĂLDĂREŞTI,171272,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:26:50",140,132,0,6,2,96,88,0,6,2,94,2,150,54,25,54,4,11
40,VÂLCEA,"ŞCOALA VECHE MĂLDĂREŞTI",293,MĂLDĂREŞTI,171272,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:09:12",1439,1421,0,8,10,983,965,0,8,10,950,33,1560,577,215,552,60,123
