precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
39,VASLUI,"CĂMINUL CULTURAL CRIVESTI",506,TUTOVA,166529,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:36:05",344,341,0,2,1,190,187,0,2,1,178,11,400,211,122,42,7,7
39,VASLUI,"CĂMINUL CULTURAL TUTOVA",502,TUTOVA,166529,2,PART,PRCNCT,CL,CL_SV,"2024-06-15 13:35:25",1118,1089,0,4,25,610,581,0,4,25,594,16,1191,581,389,190,15,0
39,VASLUI,"ŞCOALA CIORTOLOM",504,TUTOVA,166529,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:20:45",145,134,0,11,0,91,80,0,11,0,83,8,200,109,62,16,4,1
39,VASLUI,"ŞCOALA COROIU",505,TUTOVA,166529,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:09:05",179,171,0,7,1,95,87,0,7,1,92,3,200,105,63,20,4,5
39,VASLUI,"ŞCOALA GIMNAZIALA BADEANA",503,TUTOVA,166529,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:55:11",1193,1180,0,4,9,597,584,0,4,9,578,19,1280,683,427,106,37,8
39,VASLUI,"ŞCOALA VIZURENI",507,TUTOVA,166529,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:36:40",149,128,0,16,5,98,77,0,16,5,89,9,110,12,62,25,1,1
