precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LAMBU LUCIAN-VALENTIN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","MURGU VASILE-UNIUNEA SALVAȚI ROMÂNIA-voturi","NEGOIŢĂ DUMITRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","LOGHIN CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","BUCURESCU SORIN-PARTIDUL SOCIAL DEMOCRAT-voturi"
20,GORJ,"SALA DE SPORT",302,SLIVILEŞTI,82047,3,PART,PRCNCT,P,P_SV,"2024-06-12 14:24:52",712,687,0,5,20,503,478,0,5,20,487,16,800,297,1,5,55,105,321
20,GORJ,"SALA MULTIFUNCȚIONALĂ",301,SLIVILEŞTI,82047,3,PART,PRCNCT,P,P_SV,"2024-06-12 14:02:53",787,757,0,15,15,518,488,0,15,15,510,8,800,282,5,22,66,40,377
20,GORJ,"ȘCOALA PRIMARĂ STRÎMTU CU CLASELE I-IV",303,SLIVILEŞTI,82047,3,PART,PRCNCT,P,P_SV,"2024-06-12 14:43:43",418,406,0,7,5,274,262,0,7,5,251,23,500,226,2,3,19,40,187
20,GORJ,"ȘCOALA PRIMARĂ SURA CU CLASELE I-IV",304,SLIVILEŞTI,82047,3,PART,PRCNCT,P,P_SV,"2024-06-12 15:01:40",599,577,0,7,15,364,342,0,7,15,354,10,612,248,0,16,43,44,251
