precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BOGDAN MIHAI-CĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi","MOLDOVAN ANDREI-OVIDIU-PARTIDUL SOCIAL DEMOCRAT-voturi","FĂRCAŞ MIRCEA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MERDAN ION-PARTIDUL PATRIOȚILOR-voturi","DELEAN RADU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
13,CLUJ,"CĂMIN CULTURAL BERINDU",630,SÂNPAUL,59586,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:11:52",358,342,0,11,5,255,244,0,6,5,245,10,372,117,41,133,5,50,16
13,CLUJ,"CĂMIN CULTURAL ȘARDU",632,SÂNPAUL,59586,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:39:20",343,328,0,9,6,238,223,0,9,6,226,12,361,123,47,38,3,18,120
13,CLUJ,"MAGAZINUL COOPERAȚIEI",633,SÂNPAUL,59586,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:27:20",179,166,0,12,1,95,82,0,12,1,92,3,184,89,20,45,12,11,4
13,CLUJ,"ȘCOALA GENERALĂ MIHĂIEȘTI",631,SÂNPAUL,59586,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:24:29",211,207,0,3,1,132,128,0,3,1,126,6,229,97,33,53,13,18,9
13,CLUJ,"SEDIUL PRIMĂRIEI",629,SÂNPAUL,59586,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:24:16",739,710,3,12,14,502,476,0,12,14,482,20,753,251,206,46,76,28,126
