precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
29,NEAMŢ,"CĂMINUL CULTURAL",232,CORDUN,120888,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:39:59",731,724,0,0,7,359,352,0,0,7,350,9,800,441,107,136,47,60
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR. 1 - GRĂDINIŢA CU PROGRAM PRELUNGIT CORDUN",229,CORDUN,120888,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:20:15",1060,1052,2,0,6,580,574,0,0,6,568,12,1100,520,289,146,74,59
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR. 1 - GRĂDINIŢA CU PROGRAM PRELUNGIT CORDUN",228,CORDUN,120888,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:34:42",1501,1491,2,3,5,753,745,0,3,5,722,23,1600,855,336,170,113,103
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.1 PILDEŞTI",230,CORDUN,120888,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:31:07",1811,1760,1,10,40,879,828,1,10,40,859,20,1900,1021,58,730,43,28
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR. 1 PILDEŞTI",231,CORDUN,120888,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:08:38",1807,1764,0,7,36,879,836,0,7,36,841,38,1900,1021,44,740,40,17
