precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
30,OLT,"ȘCOALA GIMNAZIALĂ ”ADA UMBRA”",223,IANCA,127251,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:06:52",1028,964,0,24,40,671,607,0,24,40,644,27,1126,455,35,286,323
30,OLT,"ȘCOALA GIMNAZIALĂ ”ADA UMBRA”",224,IANCA,127251,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:04:03",1053,899,0,98,56,761,607,0,98,56,728,33,1056,295,40,271,417
30,OLT,"SCOALA GIMNAZIALA GEORGE VISAN POTELU",225,IANCA,127251,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:34:58",961,911,0,23,27,653,604,0,23,26,631,22,1030,377,18,268,345
