precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IONESCU NICU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VOICU GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","BARBU VIOREL-ILIE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","BAICU DORIN-ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
3,ARGEŞ,"CENTRUL AFTER SCHOOL MOZĂCENII VALE",227,BÂRLA,14450,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:45:01",873,836,0,30,7,567,530,0,30,7,558,9,930,363,4,444,7,103
3,ARGEŞ,"ŞCOALA BĂDEŞTI",225,BÂRLA,14450,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:09:27",256,254,0,2,0,177,175,0,2,0,173,4,302,125,5,128,2,38
3,ARGEŞ,"ŞCOALA CU CLASELE I-VIII BÂRLA",224,BÂRLA,14450,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:47:32",788,757,1,22,8,501,471,0,22,8,475,26,850,349,34,194,14,233
3,ARGEŞ,"ŞCOALA MÎNDRA",226,BÂRLA,14450,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:17:03",615,598,0,7,10,362,345,0,7,10,344,18,650,288,7,203,16,118
3,ARGEŞ,"ŞCOALA URLUIENI",228,BÂRLA,14450,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:39:12",962,926,0,28,8,607,571,0,28,8,591,16,1000,393,14,367,30,180
