precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","FORȚA DREPTEI-voturi"
41,VRANCEA,"CĂMIN CULTURAL NEICU",99,"ORAŞ PANCIU",175055,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:37:41",504,498,0,6,0,248,242,0,6,0,237,11,553,305,11,118,33,52,9,2,12
41,VRANCEA,"CENTRUL DE RECUPERARE PENTRU PERSOANE CU HANDICAP",96,"ORAŞ PANCIU",175055,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:09:09",410,398,1,10,1,249,238,0,10,1,243,6,442,193,34,51,53,64,10,13,18
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL DUMBRAVA",97,"ORAŞ PANCIU",175055,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:12:45",405,400,1,4,0,188,184,0,4,0,181,7,438,250,28,61,24,44,6,7,11
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.1",98,"ORAŞ PANCIU",175055,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:02:17",701,688,1,12,0,367,355,0,12,0,358,9,758,391,55,103,64,78,12,19,27
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL SATU NOU",95,"ORAŞ PANCIU",175055,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:28:53",775,764,0,11,0,771,760,0,11,0,379,15,842,448,52,115,89,74,20,10,19
41,VRANCEA,"LICEUL TEHNOLOGIC ”ALEXANDRU IOAN CUZA” PANCIU",93,"ORAŞ PANCIU",175055,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:28:09",1281,1271,0,10,0,641,631,0,10,0,622,19,1401,760,108,193,100,139,27,36,19
41,VRANCEA,"LICEUL TEORETIC ”IOAN SLAVICI”",92,"ORAŞ PANCIU",175055,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 15:09:23",1062,1051,0,7,4,466,455,0,7,4,456,10,1162,696,82,131,43,117,31,23,29
41,VRANCEA,"LICEUL TEORETIC ”IOAN SLAVICI”",91,"ORAŞ PANCIU",175055,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:51:07",1327,1316,2,8,1,613,604,0,8,1,598,15,1445,832,121,170,67,156,32,36,16
41,VRANCEA,"SPAȚII BIROURI JANDARMI",94,"ORAŞ PANCIU",175055,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:28:41",963,946,4,10,3,433,420,0,10,3,419,14,1037,604,69,94,61,121,21,29,24
