precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"JULA GHEORGHE-RADU-PARTIDUL NAȚIONAL LIBERAL-voturi","DINIŞ DAMIAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL BĂIȚA",273,BĂIŢA,88092,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:22:18",1018,990,11,8,9,603,584,2,8,9,597,6,1106,503,219,378
22,HUNEDOARA,"CĂMINUL CULTURAL CĂINELU DE SUS",274,BĂIŢA,88092,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:44:59",330,319,1,2,8,239,229,0,2,8,233,6,360,121,58,175
22,HUNEDOARA,"CĂMINUL CULTURAL FIZEŞ",275,BĂIŢA,88092,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:24:36",251,243,1,4,3,177,170,0,4,3,171,6,270,93,50,121
22,HUNEDOARA,"CĂMINUL CULTURAL HĂRŢĂGANI",276,BĂIŢA,88092,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:09:29",633,614,10,1,8,344,335,0,1,8,337,7,670,326,146,191
22,HUNEDOARA,"CĂMINUL CULTURAL LUNCA",277,BĂIŢA,88092,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:22:27",250,235,0,11,4,176,161,0,11,4,168,8,270,94,59,109
22,HUNEDOARA,"CĂMINUL CULTURAL ORMINDEA",278,BĂIŢA,88092,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:17:50",459,443,4,4,8,281,269,1,4,7,277,4,500,219,149,128
