precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NECULA NICUŞOR-ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","NEGRU MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
19,GIURGIU,"CĂMINUL CULTURAL LETCA NOUĂ",171,"LETCA NOUĂ",104047,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:18:27",795,665,0,103,27,640,510,0,103,27,634,6,750,110,86,548
19,GIURGIU,"CĂMINUL CULTURAL LETCA VECHE",172,"LETCA NOUĂ",104047,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:01:40",749,670,2,52,25,552,473,2,52,25,545,7,752,200,123,422
19,GIURGIU,"CĂMINUL CULTURAL MILCOVĂȚU",173,"LETCA NOUĂ",104047,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:45:20",1289,1109,0,148,32,1061,881,0,148,32,1040,21,1221,160,364,676
