precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BĂLUŢĂ ACHIM-DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","PĂTROI ADINA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CIORANU DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","BOANGĂR MARIUS-PARTIDUL ECOLOGIST ROMÂN-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL IZVORU RECE",418,VAIDEENI,174021,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:02:54",597,579,0,9,9,372,354,0,9,9,360,12,650,278,231,32,88,9
40,VÂLCEA,"CĂMINUL CULTURAL MARIŢA",419,VAIDEENI,174021,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:29:24",459,436,0,9,14,280,257,0,9,14,266,14,510,230,193,16,36,21
40,VÂLCEA,"CĂMINUL CULTURAL VAIDEENI",417,VAIDEENI,174021,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:46:32",1209,1172,0,2,35,780,743,0,2,35,733,47,1290,510,555,18,82,78
40,VÂLCEA,"CĂMINUL CULTURAL VAIDEENI",416,VAIDEENI,174021,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:36:18",893,852,0,9,32,549,509,0,9,31,534,15,990,441,422,28,42,42
