precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LAZĂR SORIN-CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","SARAFINCIANU GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","ANGHEL FLORIN-MIRCEA-CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CĂRIMAN ALIN-SERGIU-UNIUNEA SALVAȚI ROMÂNIA-voturi"
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL CRIVEȘTI",678,STRUNGA,99209,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:46:51",241,235,0,3,3,124,118,0,3,3,115,9,300,176,47,30,18,20
24,IAŞI,"SCOALA CUCOVA",679,STRUNGA,99209,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:22:58",139,126,0,9,4,78,65,0,9,4,75,3,200,122,55,14,3,3
24,IAŞI,"SCOALA GIMNAZIALA FARCASENI",681,STRUNGA,99209,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:09:34",845,835,0,3,7,314,304,0,3,7,302,12,850,536,210,79,7,6
24,IAŞI,"SCOALA GIMNAZIALA FARCASENI",680,STRUNGA,99209,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:29:14",811,806,0,2,3,289,284,0,2,3,271,18,810,521,154,82,15,20
24,IAŞI,"SCOALA GIMNAZIALA STRUNGA",676,STRUNGA,99209,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:23:26",464,459,0,3,2,224,219,0,3,2,223,1,500,276,83,135,1,4
24,IAŞI,"ŞCOALA HĂBĂŞEŞTI",682,STRUNGA,99209,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:12:38",322,303,2,6,11,158,141,0,6,11,153,5,396,238,85,55,5,8
24,IAŞI,"SCOALA PRIMARA BRATULESTI",677,STRUNGA,99209,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:51:52",551,540,0,5,6,233,222,0,5,6,211,22,600,367,144,57,5,5
