precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALEXA SORIN-EMILIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","FĂRCAŞ LUCIAN-PETRU-PARTIDUL SOCIAL DEMOCRAT-voturi","POP CĂLIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CSATLOS CSABA-PÉTER-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","TRUŢA ALIN-MARIUS-UNIUNEA SALVAȚI ROMÂNIA-voturi","CHIRA GHEORGHE-voturi"
28,MUREŞ,"CAMIN CULTURAL BREAZA",293,BREAZA,115851,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:46:29",1088,1056,3,4,25,693,662,2,4,25,680,13,1160,467,236,15,16,285,51,77
28,MUREŞ,"CĂMIN CULTURAL FILPIŞU MARE",294,BREAZA,115851,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:14:02",649,636,0,3,10,386,373,0,3,10,351,35,700,314,266,23,5,40,6,11
28,MUREŞ,"ȘCOALA PRIMARĂ FILPIȘU MIC",295,BREAZA,115851,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:54:47",343,328,0,5,10,243,228,0,5,10,242,1,372,129,115,5,4,101,10,7
