precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VOINEA IONEL-PARTIDUL SOCIAL DEMOCRAT-voturi","STĂNCESCU VIRGINIA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MOCANU GRIGORE -GABRIEL-PARTIDUL NAȚIONAL LIBERAL-voturi"
9,BRĂILA,"CASA DE CULTURĂ FĂUREI, SALA MICĂ",141,"ORAŞ FĂUREI",42753,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:38:41",1319,1288,0,7,24,883,852,0,7,24,825,54,1450,571,356,32,437
9,BRĂILA,"FOSTA ŞCOALA GENERALĂ NR.2 FĂUREI, SALA NR.1",143,"ORAŞ FĂUREI",42753,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:20:30",522,507,1,6,8,336,322,0,6,8,321,15,562,226,95,33,193
9,BRĂILA,"ŞCOALA GIMNAZIALĂ CU CLASELE I-IV FĂUREI, SALA NR.2",142,"ORAŞ FĂUREI",42753,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:51:38",1254,1231,0,15,8,802,779,0,15,8,768,34,1354,552,296,43,429
