precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi"
37,TIMIŞ,"GRĂDINIŢA PN UTVIN",559,"SÂNMIHAIU ROMÂN",158699,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:27:45",1374,1349,5,13,7,726,706,0,13,7,693,33,1499,773,198,181,166,121,27
37,TIMIŞ,"PRIMĂRIA SÂNMIHAIU ROMÂN",556,"SÂNMIHAIU ROMÂN",158699,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:12:48",1878,1861,3,10,4,987,973,0,10,4,969,18,2000,1013,132,157,482,175,23
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ SÂNMIHAIU ROMÂN",557,"SÂNMIHAIU ROMÂN",158699,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:10:03",1882,1870,1,7,4,1081,1069,1,7,4,1066,15,2000,919,91,181,537,235,22
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ UTVIN",560,"SÂNMIHAIU ROMÂN",158699,2,PART,PRCNCT,CL,CL_SV,"2024-06-18 15:47:11",1633,1610,2,10,11,924,903,0,10,11,902,21,1829,905,228,288,234,114,38
37,TIMIŞ,"ŞCOALA PRIMARĂ SÂNMIHAIU GERMAN",558,"SÂNMIHAIU ROMÂN",158699,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:37:27",909,899,3,5,2,406,398,1,5,2,391,15,1000,594,53,59,211,60,8
