precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL NR. 4 UCURIŞ",465,OLCEA,30229,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:37:45",450,444,0,6,0,195,189,0,6,0,187,8,495,300,8,55,81,13,30
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR. 1 OLCEA",462,OLCEA,30229,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:26:06",488,473,1,7,7,293,280,0,7,6,271,22,520,200,16,37,168,24,26
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR. 2 CĂLACEA",463,OLCEA,30229,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:50:07",968,956,0,3,9,587,575,0,3,9,555,20,1059,472,16,149,249,129,12
5,BIHOR,"ŞCOALA PRIMARĂ NR. 1 HODIŞEL",464,OLCEA,30229,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:33:24",232,227,0,2,3,175,170,0,2,3,175,0,251,76,22,29,118,6,0
