precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ZAMFIR VIORICA-voturi"
41,VRANCEA,"CĂMIN CULTURAL",128,CÂRLIGELE,175732,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:31:57",1139,1108,0,6,25,574,543,0,6,25,547,23,1217,636,25,45,425,25,19,8
41,VRANCEA,GRĂDINIȚĂ,131,CÂRLIGELE,175732,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:55:02",545,517,0,7,21,336,308,0,7,21,324,12,599,261,17,15,275,7,4,6
41,VRANCEA,"SCOALA BLIDARI",129,CÂRLIGELE,175732,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:44:06",478,452,0,4,22,285,259,0,4,22,273,12,506,221,6,8,206,11,7,35
41,VRANCEA,"ȘCOALA GIMNAZIALĂ CU CLASELE I-IV ” EPISCOP MITROFAN ”",130,CÂRLIGELE,175732,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:49:48",380,358,0,4,18,211,189,0,4,18,202,9,418,207,13,18,156,3,5,7
