precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"APOSTOL GELU-ALIANȚA ELECTORALĂ PSD PNL-voturi","IONESCU IULIAN- AUREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COSMA MARIN-PARTIDUL S.O.S. ROMÂNIA-voturi"
25,ILFOV,"GRĂDINIŢA NR.5",159,CERNICA,101742,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:01:24",1017,988,3,22,4,656,630,0,22,4,639,17,1100,444,569,35,35
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",155,CERNICA,101742,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:39:00",813,787,0,24,2,544,518,0,24,2,529,15,900,356,492,12,25
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",154,CERNICA,101742,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:22:31",876,813,4,58,1,563,504,0,58,1,545,18,900,337,509,25,11
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",156,CERNICA,101742,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:36:45",913,901,0,8,4,564,552,0,8,4,534,30,1000,436,474,44,16
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.2",160,CERNICA,101742,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:57:15",1325,1309,0,14,2,771,755,0,14,2,746,25,1450,679,674,34,38
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.2",161,CERNICA,101742,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:04:31",1344,1326,0,16,2,768,750,0,16,2,741,27,1447,679,678,34,29
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.3",158,CERNICA,101742,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:17:32",1579,1535,1,42,1,889,846,0,42,1,846,43,1700,811,758,35,53
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.3",157,CERNICA,101742,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:44:44",1272,1247,0,18,7,732,707,0,18,7,711,21,1400,668,632,30,49
