precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","BÎRLOVEAN SORIN-VIOREL-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL ALUN",292,BOŞOROD,88449,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:21:49",57,51,2,4,0,41,37,0,4,0,39,2,57,16,1,12,6,13,7
22,HUNEDOARA,"CĂMINUL CULTURAL BOŞOROD",291,BOŞOROD,88449,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:17:26",763,732,0,23,8,606,575,0,23,8,591,15,830,224,56,230,68,200,37
22,HUNEDOARA,"CĂMINUL CULTURAL LUNCANI",294,BOŞOROD,88449,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:00:16",110,98,0,12,0,69,57,0,12,0,63,6,108,39,6,14,14,23,6
22,HUNEDOARA,"CĂMINUL CULTURAL TÂRSA",295,BOŞOROD,88449,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:19:42",152,144,2,4,2,124,118,0,4,2,124,0,160,36,4,50,14,52,4
22,HUNEDOARA,"CĂMINUL CULTURAL URSICI",296,BOŞOROD,88449,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:39:58",55,46,0,9,0,35,26,0,9,0,34,1,49,14,2,6,16,9,1
22,HUNEDOARA,"CENTRUL LOCAL DE INFORMARE TURISTICĂ",293,BOŞOROD,88449,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:54:49",446,423,3,11,9,300,277,3,11,9,288,11,476,176,10,51,5,172,50
