precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","GAVRILUŢĂ TATIANA-voturi"
7,BOTOŞANI,"GRADINITA SMARDAN",372,SUHARĂU,38982,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:31:51",585,577,1,4,3,299,292,0,4,3,284,15,677,378,142,86,29,13,1,13
7,BOTOŞANI,"SCOALA GENERALA NR. 4 OROFTIANA",371,SUHARĂU,38982,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:38:33",702,696,0,3,3,324,318,0,3,3,307,17,750,426,110,19,33,96,49,0
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ CONSTATIN TINCU LIȘNA",370,SUHARĂU,38982,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:52:46",680,677,1,0,2,370,367,1,0,2,353,17,750,380,150,128,20,55,0,0
7,BOTOŞANI,"SCOALA GIMNAZIALA NR. 2 SUHARAU",369,SUHARĂU,38982,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:13:56",531,526,0,0,5,265,260,0,0,5,242,23,600,335,138,39,47,10,7,1
7,BOTOŞANI,"SCOALA PRIMARA NR. 3 SUHARAU",368,SUHARĂU,38982,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:03:46",929,919,0,1,9,457,447,0,1,9,434,23,1000,543,291,50,61,24,3,5
