precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ANTIP CRINA-RAMONA-voturi"
4,BACĂU,"ȘCOALA GIMNAZIALĂ NR.1 VALEA-SEACĂ",462,"NICOLAE BĂLCESCU",23715,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:32:23",772,762,0,6,4,309,299,0,6,4,294,15,800,491,133,25,61,25,40,8,1,1
4,BACĂU,"ȘCOALA GIMNAZIALĂ NR.1 VALEA-SEACĂ",464,"NICOLAE BĂLCESCU",23715,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:25:45",657,646,0,6,5,260,249,0,6,5,242,18,700,440,92,20,56,29,38,3,0,4
4,BACĂU,"ȘCOALA GIMNAZIALĂ NR.1 VALEA-SEACĂ",463,"NICOLAE BĂLCESCU",23715,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:36:11",1032,1021,0,9,2,451,440,0,9,2,422,29,1100,649,157,33,115,52,51,10,0,4
4,BACĂU,"SCOALA NICOLAE BALCESCU",458,"NICOLAE BĂLCESCU",23715,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:34:47",1596,1580,5,4,7,689,678,0,4,7,668,21,1800,1111,93,103,140,44,222,39,9,18
4,BACĂU,"SCOALA NICOLAE BALCESCU",457,"NICOLAE BĂLCESCU",23715,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:18:46",1252,1249,0,2,1,540,537,0,2,1,508,32,1400,860,63,76,117,45,152,20,4,31
4,BACĂU,"SCOALA NICOLAE BALCESCU",459,"NICOLAE BĂLCESCU",23715,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:18:11",1677,1666,2,0,9,658,649,0,0,9,637,21,1800,1142,88,70,151,51,201,30,10,36
4,BACĂU,"ŞCOALA SATUL GALBENI",460,"NICOLAE BĂLCESCU",23715,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:54:09",1215,1211,2,0,2,550,548,0,0,2,522,28,1250,700,109,51,120,24,124,81,6,7
4,BACĂU,"ŞCOALA SATUL LĂRGUŢA",461,"NICOLAE BĂLCESCU",23715,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:31:19",165,161,0,4,0,92,88,0,4,0,85,7,200,108,35,7,27,4,7,3,0,2
