county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","GURGU MARIAN-voturi","GURGU MARIAN-mandate-faza-1","GURGU MARIAN-mandate-faza-2","ZEGOICEA CRISTIAN-voturi","ZEGOICEA CRISTIAN-mandate-faza-1","ZEGOICEA CRISTIAN-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","ALIANŢA PENTRU REFORMĂ ECHITATE SOCIALĂ EMANCIPARE ŞI LIBERTATE-voturi","ALIANŢA PENTRU REFORMĂ ECHITATE SOCIALĂ EMANCIPARE ŞI LIBERTATE-mandate-faza-1","ALIANŢA PENTRU REFORMĂ ECHITATE SOCIALĂ EMANCIPARE ŞI LIBERTATE-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","FORUMUL CEHILOR DIN ROMÂNIA-voturi","FORUMUL CEHILOR DIN ROMÂNIA-mandate-faza-1","FORUMUL CEHILOR DIN ROMÂNIA-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","BĂRBULESCU CRISTIAN-VALENTIN-voturi","BĂRBULESCU CRISTIAN-VALENTIN-mandate-faza-1","BĂRBULESCU CRISTIAN-VALENTIN-mandate-faza-2","GOGAN MARINICĂ-voturi","GOGAN MARINICĂ-mandate-faza-1","GOGAN MARINICĂ-mandate-faza-2","PARTIDUL REVOLUȚIONAR CREȘTIN DEMOCRAT-voturi","PARTIDUL REVOLUȚIONAR CREȘTIN DEMOCRAT-mandate-faza-1","PARTIDUL REVOLUȚIONAR CREȘTIN DEMOCRAT-mandate-faza-2","UNIUNEA SÂRBILOR DIN ROMÂNIA-voturi","UNIUNEA SÂRBILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA SÂRBILOR DIN ROMÂNIA-mandate-faza-2","BĂLOI CONSTANTIN-voturi","BĂLOI CONSTANTIN-mandate-faza-1","BĂLOI CONSTANTIN-mandate-faza-2","GUSTEA TITU-voturi","GUSTEA TITU-mandate-faza-1","GUSTEA TITU-mandate-faza-2","GUSTEA DANIEL-COSMIN-voturi","GUSTEA DANIEL-COSMIN-mandate-faza-1","GUSTEA DANIEL-COSMIN-mandate-faza-2"
27,MEHEDINŢI,SALCIA,113493,1,FINAL,UAT,CL,CL_CE,"2024-06-11 10:49:24",2424,2205,1,68,150,1501,1283,0,68,150,1494,7,2428,927,74,104,119,135,290,2,0,857,6,0,192,1,1,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,ŞIMIAN,109826,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:32:31",8933,8842,9,41,41,4230,4148,0,41,41,4136,94,9753,5523,206,289,330,230,3482,15,0,430,1,1,165,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,ŞIŞEŞTI,113625,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:58:33",1841,1705,0,72,64,1318,1182,0,72,64,1261,48,2204,787,63,88,100,114,140,1,0,958,8,0,163,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,ŞOVARNA,113698,2,FINAL,UAT,CL,CL_CE,"2024-06-12 17:17:52",1027,915,3,99,10,721,610,2,99,10,681,40,1004,283,34,47,54,72,233,3,0,185,2,1,174,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,STÂNGĂCEAUA,113518,2,FINAL,UAT,CL,CL_CE,"2024-06-12 16:20:55",953,816,0,115,22,843,706,0,115,22,820,23,1121,278,41,57,65,89,250,2,1,462,5,0,16,0,0,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,SVINIŢA,113607,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:47:44",820,748,0,52,20,542,470,0,52,20,517,22,825,286,25,36,41,57,65,1,0,166,2,1,55,0,1,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2,1,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,TÂMNA,113732,2,FINAL,UAT,CL,CL_CE,"2024-06-12 18:25:59",2528,2328,0,162,38,1422,1227,0,157,38,1328,94,2624,1202,66,92,106,81,55,0,0,612,7,1,449,5,0,52,0,0,0,0,0,0,0,0,33,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,36,0,0,44,0,0
27,MEHEDINŢI,VÂNĂTORI,113849,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:51:05",1697,1553,0,32,112,933,789,0,32,112,907,26,1709,776,45,63,72,78,39,0,0,819,10,0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,VÂNJULEŢ,113894,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:19:57",1563,1463,12,39,49,766,678,0,39,49,744,22,1611,845,37,52,59,66,571,8,0,117,1,1,47,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,VLĂDAIA,113929,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:24:24",1537,1247,0,283,7,1001,718,0,276,7,939,62,1113,112,46,65,75,79,468,5,1,401,5,0,27,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,VOLOIAC,113974,1,FINAL,UAT,CL,CL_CE,"2024-06-11 01:47:01",1388,1253,1,87,47,965,830,1,87,47,935,30,1399,434,46,65,74,78,117,1,0,695,8,1,53,0,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,VRATA,114079,1,FINAL,UAT,CL,CL_CE,"2024-06-10 05:05:30",1684,1471,1,118,94,934,721,1,118,94,901,33,1618,684,45,63,72,81,259,3,0,642,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
