precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALA NR 1 CEPEŞTI",229,BOGDĂNIŢA,162791,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:34:21",442,422,0,15,5,272,252,0,15,5,254,18,470,198,63,44,89,13,5,40
39,VASLUI,"ŞCOALA PRIMARA COROIEŞTI",230,BOGDĂNIŢA,162791,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:05:14",345,337,0,7,1,179,171,0,7,1,169,10,378,199,30,28,46,36,11,18
39,VASLUI,"ŞCOALA PRIMARA TUNSEŞTI",231,BOGDĂNIŢA,162791,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:40:49",236,225,0,4,7,140,129,0,4,7,133,5,255,115,47,30,37,4,11,4
39,VASLUI,"SEDIUL PRIMARIEI",228,BOGDĂNIŢA,162791,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:12:00",165,150,0,12,3,118,103,0,12,3,111,7,180,62,67,7,18,4,8,7
