precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BORLEAN ALEXANDRU-PARTIDUL NAȚIONAL LIBERAL-voturi","GIURGIU VASILE-IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VLAŞIN PETRU-PARTIDUL SOCIAL DEMOCRAT-voturi","MOLDOVAN GHEORGHE-voturi"
26,MARAMUREŞ,"SALA DE FESTIVITĂȚI",428,"VADU IZEI",106648,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:35:24",388,375,0,5,8,245,232,0,5,8,241,4,400,155,10,60,171,0
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ VADU IZEI",426,"VADU IZEI",106648,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:00:39",1042,1021,0,5,16,586,565,0,5,16,570,16,1158,572,218,111,220,21
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ VADU IZEI",427,"VADU IZEI",106648,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:07:41",1018,997,0,9,12,557,536,0,9,12,548,9,1100,543,189,99,252,8
