precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
25,ILFOV,"FOSTA SCOALA SI GRADINITA ALUNISU",47,"ORAŞ MĂGURELE",179409,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:38:23",1293,1273,1,10,9,726,707,0,10,9,694,32,1400,674,51,466,81,96
25,ILFOV,"GRADINITA NR 2 MAGURELE",43,"ORAŞ MĂGURELE",179409,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:19:25",1380,1366,4,6,4,804,795,0,6,3,793,11,1600,796,90,547,67,89
25,ILFOV,"GRADINITA NR 3 VARTEJU",50,"ORAŞ MĂGURELE",179409,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:09:37",1646,1621,8,12,5,859,841,1,12,5,835,24,1737,878,150,489,91,105
25,ILFOV,"LICEUL TEORETIC ”HORIA HULUBEI”",44,"ORAŞ MĂGURELE",179409,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:50:32",1104,1084,7,11,2,673,660,0,11,2,649,24,1190,517,115,419,47,68
25,ILFOV,"PRIMĂRIA ORAŞULUI MĂGURELE",45,"ORAŞ MĂGURELE",179409,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 09:26:23",2361,2316,10,29,6,1266,1231,0,29,6,1258,8,2500,1234,322,658,114,164
25,ILFOV,"PRIMĂRIA ORAŞULUI MĂGURELE",46,"ORAŞ MĂGURELE",179409,4,PART,PRCNCT,CL,CL_SV,"2024-06-11 09:13:09",1302,1282,11,7,2,618,609,0,7,2,586,30,1400,782,117,316,45,108
25,ILFOV,"SCOALA PRIMARA NR 1 VARTEJU",49,"ORAŞ MĂGURELE",179409,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:26:52",1102,1091,2,7,2,601,592,0,7,2,574,27,1200,599,85,343,66,80
25,ILFOV,"SCOALA PRIMARA NR 2 DUMITRANA",48,"ORAŞ MĂGURELE",179409,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:53:08",993,978,0,10,5,620,605,0,10,5,595,25,1100,480,74,360,65,96
