precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BALLA FERENC-JOZSEF-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","IANCU GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","IANCU VICTOR-PARTIDUL SOCIAL DEMOCRAT-voturi"
13,CLUJ,"CĂMINUL CLULTURAL",384,"CĂPUŞU MARE",56568,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:40:18",234,224,0,9,1,138,128,0,9,1,131,7,246,108,8,91,32
13,CLUJ,"CĂMINUL CULTURAL CĂPUŞU MARE",379,"CĂPUŞU MARE",56568,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:03:43",698,673,6,12,7,454,435,2,10,7,445,9,718,264,273,89,83
13,CLUJ,"CENTRUL DE INFORMARE TURISTICĂ",381,"CĂPUŞU MARE",56568,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:23:12",599,589,2,6,2,345,337,0,6,2,322,23,652,307,208,75,39
13,CLUJ,"FOSTUL SEDIU CAP",383,"CĂPUŞU MARE",56568,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:33:48",304,299,0,4,1,187,182,0,4,1,182,5,329,142,45,71,66
13,CLUJ,"ȘCOALA PRIMARĂ AGÂRBICIU",380,"CĂPUŞU MARE",56568,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:08:16",405,358,0,40,7,333,286,0,40,7,322,11,400,67,5,241,76
13,CLUJ,"ŞCOLA CU CLASELE I-IV DÎNGĂUL MARE",382,"CĂPUŞU MARE",56568,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:31:11",373,349,0,12,12,236,212,0,12,12,228,7,403,165,4,157,67
