precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","BERNAD ADRIAN-GHEORGHE-voturi","MEZEI LILIANA-voturi"
21,HARGHITA,"ȘCOALA GIMNAZIALĂ HODOȘA GARĂ",234,SĂRMAŞ,85528,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:16:21",1170,1160,2,2,6,575,567,0,2,6,551,24,1200,625,44,116,101,175,55,4,6,4,46
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”SFÂNTU ANDREI ”SĂRMAȘ",232,SĂRMAŞ,85528,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:18:49",1066,1051,3,0,12,565,553,0,0,12,551,14,1100,535,55,221,71,88,58,8,2,13,35
21,HARGHITA,"ȘCOALA PRIMARĂ FUNDOAIA",233,SĂRMAŞ,85528,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:00:46",505,499,0,3,3,331,325,0,3,3,325,6,600,269,49,139,9,56,33,6,3,6,24
21,HARGHITA,"ȘCOALA PRIMARĂ PLATONEȘTI",235,SĂRMAŞ,85528,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:18:09",384,373,0,4,7,236,225,0,4,7,233,3,500,264,14,109,2,64,32,0,3,2,7
