precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
14,CONSTANŢA,"GRĂDINIȚA NR.1",350,"ORAŞ TECHIRGHIOL",60534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:07:26",1814,1800,1,7,6,1012,999,0,7,6,990,22,1992,980,45,78,544,225,53,45
14,CONSTANŢA,"GRĂDINIȚA NR.2",351,"ORAŞ TECHIRGHIOL",60534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:57:16",2008,1990,0,16,2,1181,1163,0,16,2,1134,47,2193,1012,36,120,594,269,85,30
14,CONSTANŢA,"LICEUL ”EMIL RACOVIȚĂ”",352,"ORAŞ TECHIRGHIOL",60534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:42:28",1644,1626,7,10,1,873,859,3,10,1,858,15,1790,917,59,51,398,218,107,25
14,CONSTANŢA,"SALA DE SPORT",349,"ORAŞ TECHIRGHIOL",60534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:27:03",1811,1776,2,23,10,1084,1051,0,23,10,1051,33,1977,893,59,78,607,228,39,40
