precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
2,ARAD,"GRĂDINIŢA CU PROGRAM NORMAL BRUZNIC",400,USUSĂU,10765,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:35:17",87,80,0,7,0,59,52,0,7,0,51,8,90,31,27,1,9,10,4
2,ARAD,"GRĂDINIŢA CU PROGRAM NORMAL DORGOŞ",401,USUSĂU,10765,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:30:31",258,244,1,13,0,178,164,1,13,0,164,14,276,98,91,20,25,26,2
2,ARAD,"ŞCOALA GIMNAZIALĂ ”TEODOR PĂCĂŢIAN” USUSĂU",399,USUSĂU,10765,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:12:55",522,503,0,11,8,394,375,0,11,8,378,16,587,193,191,50,23,111,3
2,ARAD,"ŞCOALA PRIMARĂ ZĂBALŢ",402,USUSĂU,10765,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:51:05",232,216,1,9,6,173,158,0,9,6,171,2,240,67,89,18,44,9,11
