precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SPĂTARU ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","PÂRÂIA SERGIU-IONUŢ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ABĂSEACĂ NICUŞOR-PARTIDUL SOCIAL DEMOCRAT-voturi","TUDOSE AURELIAN-PARTIDUL ROMÂNIA MARE-voturi","POPA ADRIAN-COSMIN-PARTIDUL S.O.S. ROMÂNIA-voturi"
9,BRĂILA,"CĂMINUL CULTURAL SAT CĂLDĂRUȘA",254,TRAIAN,44202,3,PART,PRCNCT,P,P_SV,"2024-06-10 05:57:06",164,152,0,8,4,112,100,0,8,4,106,6,200,88,49,5,51,1,0
9,BRĂILA,"GRĂDINIȚA SILISTRARU",255,TRAIAN,44202,4,PART,PRCNCT,P,P_SV,"2024-06-11 20:23:06",628,615,1,9,3,368,356,0,9,3,356,12,747,379,83,8,259,1,5
9,BRĂILA,"GRĂDINIȚA URLEASCA",256,TRAIAN,44202,2,PART,PRCNCT,P,P_SV,"2024-06-12 11:16:17",977,968,0,4,5,617,608,0,4,5,607,10,1010,393,411,9,181,0,6
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII TRAIAN",253,TRAIAN,44202,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:01:14",919,903,2,14,0,555,541,0,14,0,523,32,1000,445,159,14,317,18,15
