precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
3,ARGEŞ,"CĂMIN CULTURAL NĂMĂEŞTI",514,"VALEA MARE-PRAVĂŢ",13524,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:37:33",454,448,1,5,0,330,324,1,5,0,319,11,474,144,17,3,212,87
3,ARGEŞ,"CĂMIN CULTURAL VALEA MARE PRAVĂŢ",511,"VALEA MARE-PRAVĂŢ",13524,4,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:53:00",1181,1164,2,7,8,790,775,0,7,8,766,21,1280,493,70,8,448,240
3,ARGEŞ,"CĂMINUL CULTURAL BILCEŞTI",512,"VALEA MARE-PRAVĂŢ",13524,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:26:09",658,654,0,2,2,430,426,0,2,2,420,10,720,290,26,4,279,111
3,ARGEŞ,"ŞCOALA GURA PRAVĂŢ",513,"VALEA MARE-PRAVĂŢ",13524,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:18:42",1026,1016,0,9,1,829,819,0,9,1,695,134,1120,291,6,252,416,21
