precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HARAMBAŞA PETRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MARALESCU MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi","BELCI MIHUŢI-COSMIN-PARTIDUL NAȚIONAL LIBERAL-voturi","ANTONESCU IONICĂ-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL BORLOVA",346,"TURNU RUIENI",54412,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:43:57",1201,1175,0,24,2,823,797,0,24,2,805,18,1295,472,7,333,459,6
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL TURNU RUIENI",345,"TURNU RUIENI",54412,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:48:35",732,702,3,16,11,514,485,2,16,11,496,18,777,263,5,168,278,45
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL ZERVEȘTI",348,"TURNU RUIENI",54412,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:57:44",464,448,1,11,4,296,281,0,11,4,288,8,494,198,38,132,101,17
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL ZLAGNA",349,"TURNU RUIENI",54412,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:26:34",269,258,0,9,2,214,203,0,9,2,212,2,283,69,1,126,77,8
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ DALCI",347,"TURNU RUIENI",54412,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:12:25",220,202,0,14,4,145,127,0,14,4,144,1,222,77,4,59,71,10
