precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BĂRDAŞ NICOLAE-LIVIU-PARTIDUL SOCIAL DEMOCRAT-voturi","OPRIŞ ALEXANDRU-PARTIDUL NAȚIONAL LIBERAL-voturi"
8,BRAŞOV,"CASA ORASENEASCA DE CULTURA",271,"ORAŞ RUPEA",40394,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:19:30",1189,1164,3,13,9,602,580,1,13,8,579,23,1300,697,203,376
8,BRAŞOV,"CLUB MUNCITORESC BRAFOR GARA RUPEA",273,"ORAŞ RUPEA",40394,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:39:07",524,518,1,5,0,271,266,0,5,0,264,7,600,329,129,135
8,BRAŞOV,"ŞCOALA GENERALA I",270,"ORAŞ RUPEA",40394,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:16:06",1071,1062,0,4,5,511,502,0,4,5,500,11,1200,689,174,326
8,BRAŞOV,"SCOALA GENERALA II",272,"ORAŞ RUPEA",40394,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:56:23",1522,1515,2,3,2,807,802,0,3,2,778,29,1700,893,233,545
8,BRAŞOV,"SCOALA PRIMARA FISER",274,"ORAŞ RUPEA",40394,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:26:40",394,376,0,6,12,209,191,0,6,12,192,17,400,191,115,77
