precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL DOBROȚ",486,TOMEŞTI,91447,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:33:14",341,311,2,20,8,293,263,2,20,8,289,4,350,57,146,7,23,113
22,HUNEDOARA,"CĂMINUL CULTURAL TOMEŞTI",485,TOMEŞTI,91447,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:26:34",217,201,1,10,5,166,151,0,10,5,162,4,229,63,81,27,2,52
22,HUNEDOARA,"ȘCOALA GENERALĂ CLS.1-4 ȘTEIA",487,TOMEŞTI,91447,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:18:09",277,258,0,8,11,248,229,0,8,11,244,4,325,77,123,5,9,107
