precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŞANDRU DORINEL-PARTIDUL SOCIAL DEMOCRAT-voturi","TEUTIŞAN TEODORA-ROXANA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SĂMĂRTINEAN BOGDAN-VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","FARCAŞ ADRIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","MÂNDRUŢ-FLOREA IOAN-PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","ROMAN RODICA-DORINA-PARTIDUL SOCIALIST ROMÂN-voturi"
13,CLUJ,"CĂMIN CULTURAL",580,"PETREŞTII DE JOS",58918,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:01:10",567,477,1,65,24,400,311,0,65,24,391,9,508,108,12,209,167,1,1,1
13,CLUJ,"CAMIN CULTURAL LIVADA",583,"PETREŞTII DE JOS",58918,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:28:23",164,158,0,4,2,98,92,0,4,2,84,14,154,56,3,29,43,3,1,5
13,CLUJ,"CAMINUL CULTURAL",585,"PETREŞTII DE JOS",58918,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:21:09",87,72,0,12,3,54,39,0,12,3,52,2,84,30,8,16,26,0,0,2
13,CLUJ,"CASA PARTICULARA",586,"PETREŞTII DE JOS",58918,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:42:42",115,98,0,17,0,71,54,0,17,0,67,4,107,36,27,22,13,1,2,2
13,CLUJ,"ŞCOALA GENERALĂ",582,"PETREŞTII DE JOS",58918,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:10:04",179,161,0,14,4,137,119,0,14,4,131,6,183,46,10,55,61,3,1,1
13,CLUJ,"ŞCOALA GENERALĂ",581,"PETREŞTII DE JOS",58918,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:24:30",181,168,0,9,4,118,106,0,9,3,114,4,173,55,11,59,32,10,2,0
13,CLUJ,"ŞCOALA GENERALĂ",584,"PETREŞTII DE JOS",58918,1,PROV,PRCNCT,P,P_SV,"2024-06-10 00:27:20",103,63,0,40,0,103,63,0,40,0,101,2,146,43,52,22,25,1,1,0
