precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
12,CĂLĂRAŞI,"SCOALA CLASELE 1-4 NR. 3",142,FUNDENI,103014,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:46:13",1133,1103,0,18,12,819,789,0,18,12,790,28,1214,396,40,398,318,9,25
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR. 1 FUNDENI",140,FUNDENI,103014,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:49:01",1301,1261,0,24,16,957,917,0,24,16,935,22,1400,443,45,385,455,9,41
12,CĂLĂRAŞI,"ȘCOALA PRIMARĂ NR. 2",141,FUNDENI,103014,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:46:51",1231,1165,2,44,20,845,781,0,44,20,817,28,1300,455,34,442,274,11,56
