precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","TRIFU VASILICA-voturi"
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL DRAGALINA",127,DRAGALINA,93487,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 10:50:30",1274,1257,1,6,10,718,701,1,6,10,694,24,1400,682,178,35,400,81
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAGALINA",125,DRAGALINA,93487,1,PART,PRCNCT,CL,CL_SV,"2024-06-11 13:30:38",1331,1319,1,4,7,747,735,1,4,7,719,28,1400,653,224,30,424,41
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAGALINA",126,DRAGALINA,93487,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:09:06",1156,1138,1,7,10,628,611,0,7,10,605,23,1300,672,174,26,368,37
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAGALINA",124,DRAGALINA,93487,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:37:11",1051,1026,2,6,17,545,522,0,6,17,530,15,1200,655,152,20,307,51
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 DRAJNA NOUA",129,DRAGALINA,93487,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:52:14",1070,1063,0,5,2,581,574,0,5,2,565,16,1112,531,158,42,334,31
12,CĂLĂRAŞI,"ȘCOALA PRIMARA NR.1 CONSTANTIN BRÂNCOVEANU",128,DRAGALINA,93487,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:06:33",714,703,0,9,2,373,362,0,9,2,358,15,800,427,191,24,132,11
