precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA POPORULUI SUVERAN-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL",336,"MIREŞU MARE",108268,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:17:09",1158,1123,1,16,18,737,703,0,16,18,707,30,1282,545,61,360,239,5,28,14
26,MARAMUREŞ,"CENTRUL MULTIFUNCŢIONAL",339,"MIREŞU MARE",108268,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:56:54",503,496,0,3,4,294,287,0,3,4,289,5,600,306,15,194,66,0,6,8
26,MARAMUREŞ,"CENTRUL SOCIAL DE ASIGURARE A SERVICIILOR SOCIALE",337,"MIREŞU MARE",108268,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:05:11",403,391,0,10,2,260,248,0,10,2,256,4,403,143,12,190,48,0,4,2
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",340,"MIREŞU MARE",108268,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:05:56",505,482,0,9,14,313,290,0,9,14,302,11,501,188,16,230,46,1,3,6
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",341,"MIREŞU MARE",108268,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:15:22",546,534,0,7,5,347,335,0,7,5,343,4,601,254,22,141,166,0,12,2
26,MARAMUREŞ,"ŞCOALA GENERALĂ",338,"MIREŞU MARE",108268,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:17:10",753,728,0,8,17,519,494,0,8,17,498,21,801,282,61,244,173,8,10,2
