precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
13,CLUJ,"CAMIN CULTURAL BABUTIU",670,VULTURENI,60099,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:57:39",208,203,0,5,0,145,140,0,5,0,141,4,229,84,2,28,79,32
13,CLUJ,"CAMINUL CULTURAL BADESTI",671,VULTURENI,60099,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 00:04:40",121,104,0,14,3,100,83,0,14,3,98,2,114,14,3,52,41,2
13,CLUJ,"CAMINUL CULTURAL FAURENI",673,VULTURENI,60099,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:25:56",159,148,0,7,4,104,93,0,7,4,97,7,168,64,2,15,67,13
13,CLUJ,"FUNDATIA KIDE",672,VULTURENI,60099,1,PART,PRCNCT,CL,CL_SV,"2024-06-09 23:46:23",116,90,0,19,7,85,59,0,19,7,82,3,110,25,64,6,10,2
13,CLUJ,"PRIMARIA COMUNEI VULTURENI",669,VULTURENI,60099,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:01:46",391,307,0,67,17,310,226,0,67,17,298,12,339,29,10,65,204,19
13,CLUJ,"SCOALA SOIMENI",674,VULTURENI,60099,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:19:20",279,256,0,16,7,223,200,0,16,7,216,5,296,2,0,38,162,16
