precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
2,ARAD,"CENTRU NAȚIONAL DE INFORMARE ȘI PROMOVARE TURISTICĂ LIPOVA",136,"ORAŞ LIPOVA",9574,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:38:07",1204,1186,5,13,0,638,625,0,13,0,623,15,1360,722,74,250,48,251
2,ARAD,"CLĂDIRE PAROHIA ORTODOXĂ LIPOVA",135,"ORAŞ LIPOVA",9574,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:29:28",1014,998,2,7,7,543,529,0,7,7,522,21,1300,757,37,181,124,180
2,ARAD,"CLĂDIRE PAROHIA ORTODOXĂ ȘOIMOȘ",140,"ORAŞ LIPOVA",9574,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:12:04",673,658,4,10,1,385,374,0,10,1,366,19,732,347,17,121,46,182
2,ARAD,"CLĂDIRE PAROHIA ROMANO-CATOLICĂ LIPOVA",134,"ORAŞ LIPOVA",9574,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:58:58",1068,1043,5,16,4,571,551,0,16,4,555,16,1150,579,55,161,101,238
2,ARAD,"LICEUL ATANASIE MARIENESCU",132,"ORAŞ LIPOVA",9574,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:15:07",820,807,3,9,1,429,419,0,9,1,422,7,900,471,24,196,62,140
2,ARAD,"LICEUL ATANASIE MARIENESCU",139,"ORAŞ LIPOVA",9574,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:25:15",944,927,5,3,9,447,434,1,3,9,432,15,1040,593,42,186,64,140
2,ARAD,"LICEUL SEVER BOCU (GRĂDINIŢA P.P. LIPOVA)",137,"ORAŞ LIPOVA",9574,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:14:39",1175,1165,0,7,3,565,555,0,7,3,544,21,1290,725,47,220,72,205
2,ARAD,"SEDIU AGENȚIA DE PLĂȚI ȘI INTERVENȚIE PENTRU AGRICULTURĂ RADNA",138,"ORAŞ LIPOVA",9574,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:50:14",1039,1027,4,4,4,490,482,0,4,4,479,11,1140,650,26,277,30,146
2,ARAD,"SEDIUL ASOCIAŢIA CARITAS BANAT SANCTUS GERHARDUS LIPOVA",133,"ORAŞ LIPOVA",9574,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:18:04",1126,1114,2,7,3,618,608,0,7,3,595,23,1230,612,45,245,96,209
