precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","DEGĂU ALEXANDRU-SILVIU-voturi"
5,BIHOR,"BLOC PARTER",152,"MUNICIPIUL BEIUŞ",26804,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:04:56",1134,1112,2,18,2,700,680,0,18,2,680,17,1263,566,41,350,166,26,70,27
5,BIHOR,"CĂMIN CULTURAL DELANI",153,"MUNICIPIUL BEIUŞ",26804,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:31:29",272,260,0,8,4,194,182,0,8,4,189,5,300,106,2,99,69,5,6,8
5,BIHOR,"COLEGIUL TEHNIC ”IOAN CIORDAŞ”",149,"MUNICIPIUL BEIUŞ",26804,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:36:48",1157,1112,0,8,37,693,648,0,8,37,623,22,1278,633,32,300,146,65,45,35
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT",148,"MUNICIPIUL BEIUŞ",26804,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:05:26",1081,1063,0,14,4,514,496,0,14,4,501,13,1187,673,20,272,105,25,47,32
5,BIHOR,"GRĂDINIŢA ” FLOARE DE COLŢ”",151,"MUNICIPIUL BEIUŞ",26804,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:00:26",1161,1150,4,4,3,615,606,2,4,3,601,14,1262,647,17,295,144,31,62,52
5,BIHOR,"LICEUL PEDAGOGIC",147,"MUNICIPIUL BEIUŞ",26804,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:17:26",1240,1213,2,21,4,766,740,1,21,4,746,15,1389,626,31,391,161,43,80,40
5,BIHOR,"PRIMĂRIA MUNICIPIULUI BEIUŞ",146,"MUNICIPIUL BEIUŞ",26804,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:15:46",1344,1318,2,22,2,790,766,0,22,2,766,24,1465,675,27,501,140,21,55,22
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”NICOLAE POPOVICIU”",150,"MUNICIPIUL BEIUŞ",26804,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:16:36",1437,1406,0,25,6,846,815,0,25,6,832,14,1549,703,41,479,159,32,79,42
