precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PATRIOȚII POPORULUI ROMÂN-voturi"
5,BIHOR,"CĂMIN CULTURAL",229,AŞTILEU,26742,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:46:20",523,509,2,11,1,316,303,1,11,1,307,9,562,246,4,25,270,8
5,BIHOR,"CĂMIN CULTURAL CĂLĂȚEA",227,AŞTILEU,26742,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:08:37",251,244,0,6,1,172,165,0,6,1,166,6,270,98,4,38,93,31
5,BIHOR,"CĂMIN CULTURAL CORNET",228,AŞTILEU,26742,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:07:50",215,209,0,6,0,157,151,0,6,0,154,3,230,73,6,22,116,10
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR 1 AȘTILEU",226,AŞTILEU,26742,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:39:46",1267,1251,2,10,4,754,740,0,10,4,731,23,1363,609,82,95,543,11
5,BIHOR,"ȘCOALA PRIMARĂ NR 2 PEŞTERE",230,AŞTILEU,26742,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:25:12",652,646,1,4,1,438,433,0,4,1,425,13,697,259,15,105,295,10
