precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BÎSCĂ REMUS-ALIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PISTOLEA CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","FILIP ROBERT-DORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","CIMPOERU ROMEO-ALIN-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
20,GORJ,"COLEGIUL ”GHEORGHE TĂTĂRESCU” ROVINARI",90,"ORAŞ ROVINARI",82895,5,PART,PRCNCT,P,P_SV,"2024-06-14 12:01:01",1274,1254,2,11,7,522,504,0,11,7,510,12,1400,878,34,49,419,8
20,GORJ,"COLEGIUL ”GHEORGHE TĂTĂRESCU” ROVINARI",91,"ORAŞ ROVINARI",82895,2,PART,PRCNCT,P,P_SV,"2024-06-12 11:38:24",1119,1106,1,12,0,520,508,0,12,0,493,27,1200,680,39,46,389,19
20,GORJ,"GRĂDINIȚA CARTIER VÎRȚ",94,"ORAŞ ROVINARI",82895,2,PART,PRCNCT,P,P_SV,"2024-06-12 12:25:03",581,565,0,11,5,389,373,0,11,5,378,11,624,235,30,40,299,9
20,GORJ,"GRĂDINIŢA NR. 3 ROVINARI",92,"ORAŞ ROVINARI",82895,2,PART,PRCNCT,P,P_SV,"2024-06-12 11:56:39",1245,1237,1,7,0,572,565,0,7,0,561,11,1400,828,56,49,439,17
20,GORJ,"GRĂDINIȚA NR. 3 ROVINARI",93,"ORAŞ ROVINARI",82895,2,PART,PRCNCT,P,P_SV,"2024-06-12 12:13:58",1156,1140,1,14,1,485,470,0,14,1,467,18,1300,815,37,42,377,11
20,GORJ,"ŞCOALA GIMNAZIALĂ NR. 1 ROVINARI",87,"ORAŞ ROVINARI",82895,5,PART,PRCNCT,P,P_SV,"2024-06-14 10:46:24",1157,1133,0,24,0,502,478,0,24,0,489,13,1300,798,48,67,354,20
20,GORJ,"ŞCOALA GIMNAZIALĂ NR. 1 ROVINARI",86,"ORAŞ ROVINARI",82895,2,PART,PRCNCT,P,P_SV,"2024-06-12 10:08:43",1312,1295,1,13,3,599,583,0,13,3,575,24,1400,801,47,74,441,13
20,GORJ,"ŞCOALA GIMNAZIALĂ NR. 3 ROVINARI",89,"ORAŞ ROVINARI",82895,3,PART,PRCNCT,P,P_SV,"2024-06-12 17:20:17",1236,1213,0,20,3,506,483,0,20,3,479,27,1400,894,32,58,367,22
20,GORJ,"ŞCOALA GIMNAZIALĂ NR. 3 ROVINARI",88,"ORAŞ ROVINARI",82895,2,PART,PRCNCT,P,P_SV,"2024-06-12 10:37:34",1263,1244,2,17,0,577,560,0,17,0,552,25,1400,823,42,57,440,13
