precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POPA AURELIA-PARTIDUL SOCIAL DEMOCRAT-voturi","BULGĂR IONEL-PARTIDUL NAȚIONAL LIBERAL-voturi"
1,ALBA,"CĂMINUL CULTURAL",345,POŞAGA,6468,2,PART,PRCNCT,P,P_SV,"2024-06-12 10:20:48",366,318,1,41,6,273,225,1,41,6,266,7,362,89,131,135
1,ALBA,"ȘCOALA CU CLASELE I-IV - LUNCA",346,POŞAGA,6468,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:56:06",124,93,0,27,4,100,69,0,27,4,98,2,110,10,48,50
1,ALBA,"ȘCOALA CU CLASELE I-IV - ORĂȘTI",347,POŞAGA,6468,5,PART,PRCNCT,P,P_SV,"2024-06-12 10:32:02",98,83,0,12,3,84,69,0,12,3,82,2,97,13,34,48
1,ALBA,"ŞCOALA PRIMARĂ - POȘAGA DE SUS",348,POŞAGA,6468,2,PART,PRCNCT,P,P_SV,"2024-06-12 10:51:11",149,119,0,23,7,121,91,0,23,7,120,1,139,18,72,48
1,ALBA,"ȘCOALA PRIMARĂ - SAGAGEA",349,POŞAGA,6468,3,PART,PRCNCT,P,P_SV,"2024-06-12 11:11:34",153,124,0,18,11,125,96,0,18,11,124,1,150,25,60,64
