precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COMAN CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","CONSTANTIN DUMITRU-PARTIDUL SOCIAL DEMOCRAT-voturi","ION DANIEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL CĂPĂŢÂNEŞTI",271,MĂRĂCINENI,47373,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:13:30",1633,1626,0,7,0,870,863,0,7,0,851,19,1790,920,74,734,43
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL CĂPĂȚÂNEȘTI",270,MĂRĂCINENI,47373,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:49:38",1549,1540,4,3,2,827,822,0,3,2,806,21,1710,883,62,686,58
10,BUZĂU,"SCOALA GENERALA MARACINENI",268,MĂRĂCINENI,47373,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:28:06",1470,1467,0,3,0,809,806,0,3,0,785,24,1610,801,74,652,59
10,BUZĂU,"ŞCOALA GENERALĂ MĂRĂCINENI",269,MĂRĂCINENI,47373,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:13:51",1265,1261,0,4,0,616,612,0,4,0,595,21,1380,764,34,487,74
10,BUZĂU,"ŞCOALA GENERALĂ POTOCENI",272,MĂRĂCINENI,47373,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:22:20",1830,1823,1,3,3,988,982,0,3,3,977,11,1985,997,150,770,57
