precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TURCU ION-PARTIDUL NAȚIONAL LIBERAL-voturi","PĂTRU IONEL-DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DINICĂ NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi","IOSIF AUREL-voturi"
3,ARGEŞ,"GRĂDINIŢA NR. 1 CORBENI",306,CORBENI,15741,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:34:28",671,665,0,6,0,345,339,0,6,0,320,25,731,386,36,24,244,16
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ NR. 1 CORBENI",307,CORBENI,15741,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:15:51",1219,1211,0,7,1,656,648,0,7,1,636,20,1346,690,90,20,444,82
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ PROF. DR. VASILE VASILESCU",310,CORBENI,15741,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:04:01",1222,1220,0,2,0,729,727,0,2,0,704,25,1344,615,16,15,665,8
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ PROF. DR. VASILE VASILESCU",309,CORBENI,15741,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:14:03",805,800,0,4,1,462,457,0,4,1,454,8,882,420,21,9,410,14
3,ARGEŞ,"ŞCOALA PRIMARĂ BERINDEŞTI",308,CORBENI,15741,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:16:06",576,573,0,3,0,331,328,0,3,0,324,7,628,297,40,6,246,32
