precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL VERDE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-voturi"
24,IAŞI,"CAMIN CULTURAL BIRNOVA",337,BÂRNOVA,95088,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:01:45",1263,1252,8,2,1,741,738,0,2,1,721,20,1400,659,129,267,22,161,54,68,7,13
24,IAŞI,"SCOALA PRIMARA CERCU",338,BÂRNOVA,95088,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:24:20",666,660,2,4,0,377,373,0,4,0,366,11,711,334,64,115,20,101,15,47,2,2
24,IAŞI,"SCOALA PRIMARA PAUN",339,BÂRNOVA,95088,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:34:11",1189,1186,1,2,0,672,670,0,2,0,652,20,1300,628,94,332,34,110,42,28,7,5
24,IAŞI,"SCOALA PRIMARA PIETRARIA",340,BÂRNOVA,95088,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:10:55",1020,1016,1,2,1,617,613,1,2,1,611,6,1100,483,154,212,29,94,68,40,6,8
24,IAŞI,"SCOALA PRIMARA TODIREL",341,BÂRNOVA,95088,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:19:19",467,462,0,5,0,300,295,0,5,0,286,14,500,200,15,162,7,60,13,29,0,0
24,IAŞI,"SCOALA PRIMARA VISAN",342,BÂRNOVA,95088,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:23:33",1480,1449,13,18,0,766,748,0,18,0,748,18,1607,841,261,111,27,223,31,58,10,27
24,IAŞI,"ȘCOALA PRIMARĂ VIȘAN",343,BÂRNOVA,95088,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:54:46",1042,1020,4,18,0,506,487,1,18,0,497,9,1047,541,172,87,16,145,19,36,8,14
