precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ NR.1 CHIRNOGENI",391,CHIRNOGENI,61210,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:53:47",1427,1413,0,8,6,661,647,0,8,6,638,23,1558,897,388,44,61,145
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ NR.2 PLOPENI",393,CHIRNOGENI,61210,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:24:26",857,847,0,4,6,357,347,0,4,6,342,15,933,576,182,26,17,117
14,CONSTANŢA,"ŞCOALA PRIMARĂ NR.3 CREDINŢA",392,CHIRNOGENI,61210,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:40:30",252,247,0,5,0,99,94,0,5,0,94,5,270,171,29,25,17,23
