precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"ȘCOALA GIMNAZIALĂ BOBOC",214,COCHIRLEANCA,46377,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:57:48",1317,1309,0,8,0,805,797,0,8,0,785,20,1440,635,69,240,465,11
10,BUZĂU,"SCOALA GIMNAZIALA COCHIRLEANCA NR.1",212,COCHIRLEANCA,46377,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:18:53",1242,1219,0,17,6,779,756,0,17,6,748,31,1339,560,328,248,77,95
10,BUZĂU,"SCOALA GIMNAZIALA COCHIRLEANCA NR.2",213,COCHIRLEANCA,46377,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:38:53",800,788,0,5,7,534,522,0,5,7,513,21,880,346,248,162,60,43
10,BUZĂU,"SCOALA PRIMARA GARA BOBOCU",215,COCHIRLEANCA,46377,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:47:19",178,172,0,6,0,178,172,0,6,0,175,3,340,162,22,106,45,2
10,BUZĂU,"SCOALA PRIMARA ROSIORU",216,COCHIRLEANCA,46377,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:14:19",531,522,0,6,3,333,324,0,6,3,323,10,570,237,71,181,45,26
10,BUZĂU,"SCOALA PRIMARA TARLELE",217,COCHIRLEANCA,46377,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:58:21",42,35,0,7,0,27,20,0,7,0,26,1,40,13,9,8,6,3
