precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CEASAR CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","VĂRVARII CIPRIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","DONŢU VERONICA-PARTIDUL SOCIAL DEMOCRAT-voturi","TOMA PETRICĂ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
4,BACĂU,"CENTRUL EDUCAŢIONAL ÎNV.DUMITRU NEDIŢĂ TAMAŞI",600,TAMAŞI,25692,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:48:37",723,707,0,13,3,382,366,0,13,3,362,20,800,418,94,8,238,22
4,BACĂU,"ŞCOALA CU CLASELE I-IV SATUL FURNICARI",603,TAMAŞI,25692,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:02:42",580,570,1,8,1,291,281,1,8,1,281,10,632,341,79,3,193,6
4,BACĂU,"ŞCOALA CU CLASELE I-VIII SATUL CHETRIŞ",602,TAMAŞI,25692,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:23:08",767,731,0,31,5,430,394,0,31,5,417,13,800,370,127,5,271,14
4,BACĂU,"ȘCOALA GIMNAZIALĂ NR. 1 TAMAȘI",601,TAMAŞI,25692,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:42:32",585,567,0,13,5,307,289,0,13,5,301,6,600,293,59,6,222,14
