county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","SÎNICA DANIELA-voturi","SÎNICA DANIELA-mandate-faza-1","SÎNICA DANIELA-mandate-faza-2","PARTIDUL OAMENILOR TINERI-voturi","PARTIDUL OAMENILOR TINERI-mandate-faza-1","PARTIDUL OAMENILOR TINERI-mandate-faza-2","GUZGAN VASILE-voturi","GUZGAN VASILE-mandate-faza-1","GUZGAN VASILE-mandate-faza-2","ALIANȚA ETOCRATĂ PENTRU REFORMĂ-voturi","ALIANȚA ETOCRATĂ PENTRU REFORMĂ-mandate-faza-1","ALIANȚA ETOCRATĂ PENTRU REFORMĂ-mandate-faza-2","BĂRBĂSCU DANIEL-MIHAIL-voturi","BĂRBĂSCU DANIEL-MIHAIL-mandate-faza-1","BĂRBĂSCU DANIEL-MIHAIL-mandate-faza-2","MIRON ALEXANDRU-voturi","MIRON ALEXANDRU-mandate-faza-1","MIRON ALEXANDRU-mandate-faza-2","NECULA NECULAI-voturi","NECULA NECULAI-mandate-faza-1","NECULA NECULAI-mandate-faza-2","ENACHE MARICEL-voturi","ENACHE MARICEL-mandate-faza-1","ENACHE MARICEL-mandate-faza-2","AGAFIŢEI ROMEUO-EMIL-voturi","AGAFIŢEI ROMEUO-EMIL-mandate-faza-1","AGAFIŢEI ROMEUO-EMIL-mandate-faza-2","PARTIDUL NOUA DREAPTĂ-voturi","PARTIDUL NOUA DREAPTĂ-mandate-faza-1","PARTIDUL NOUA DREAPTĂ-mandate-faza-2","SÂRBU BOGDAN-IOAN-voturi","SÂRBU BOGDAN-IOAN-mandate-faza-1","SÂRBU BOGDAN-IOAN-mandate-faza-2","VLAŞIN ORANIA-voturi","VLAŞIN ORANIA-mandate-faza-1","VLAŞIN ORANIA-mandate-faza-2","RACOVIŢĂ IOAN-voturi","RACOVIŢĂ IOAN-mandate-faza-1","RACOVIŢĂ IOAN-mandate-faza-2","VOLOCARU ALECSANDRU-voturi","VOLOCARU ALECSANDRU-mandate-faza-1","VOLOCARU ALECSANDRU-mandate-faza-2","VOLOCARIU ADRIAN-voturi","VOLOCARIU ADRIAN-mandate-faza-1","VOLOCARIU ADRIAN-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","MIHAI PARASCHIV-VASILICĂ-voturi","MIHAI PARASCHIV-VASILICĂ-mandate-faza-1","MIHAI PARASCHIV-VASILICĂ-mandate-faza-2","ARSENE COSTICĂ-voturi","ARSENE COSTICĂ-mandate-faza-1","ARSENE COSTICĂ-mandate-faza-2","ANTONACHE IONEL-voturi","ANTONACHE IONEL-mandate-faza-1","ANTONACHE IONEL-mandate-faza-2","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-voturi","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-mandate-faza-1","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","MACOVEI NICOLAI-voturi","MACOVEI NICOLAI-mandate-faza-1","MACOVEI NICOLAI-mandate-faza-2"
39,VASLUI,FĂLCIU,163832,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:05:19",4218,4120,3,44,51,2100,2007,0,44,49,2008,92,4600,2500,100,140,160,112,726,6,0,956,8,1,64,0,0,0,0,0,45,0,0,0,0,0,0,0,0,63,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,FEREŞTI,167295,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:11:42",3409,3342,0,12,55,872,805,0,12,55,841,31,3304,2432,42,58,67,63,184,2,1,642,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,FRUNTIŞENI,167231,2,FINAL,UAT,CL,CL_CE,"2024-06-13 15:43:31",1421,1366,0,31,24,943,888,0,31,24,840,103,1520,577,42,58,67,76,205,2,1,510,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,GĂGEŞTI,163903,2,FINAL,UAT,CL,CL_CE,"2024-06-13 11:34:36",1497,1435,2,33,27,864,804,0,33,27,813,51,1597,733,40,56,65,73,208,2,1,444,6,0,0,0,0,53,0,1,0,0,0,0,0,0,0,0,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,GÂRCENI,164062,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:44:56",1767,1714,0,14,39,941,888,0,14,39,894,47,1887,946,44,62,71,75,37,0,0,700,9,0,76,1,0,49,0,1,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,GHERGHEŞTI,163967,2,FINAL,UAT,CL,CL_CE,"2024-06-15 11:01:52",1925,1885,2,10,28,1059,1019,2,10,28,955,104,2094,1035,47,66,76,85,101,1,0,532,6,0,248,2,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,GRIVIŢA,164133,2,FINAL,UAT,CL,CL_CE,"2024-06-13 19:55:15",2870,2854,2,14,0,1339,1324,1,14,0,1283,56,3157,1818,64,89,102,95,204,2,0,963,10,0,76,0,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,HOCENI,164197,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:45:55",1975,1853,0,25,97,1232,1110,0,25,97,1191,41,2136,904,59,83,95,108,247,2,0,820,7,1,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,IANA,164339,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:37:16",3212,3186,0,23,3,1803,1777,0,23,3,1719,84,3532,1729,85,120,137,132,204,1,1,1097,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,IBĂNEŞTI,167222,2,FINAL,UAT,CL,CL_CE,"2024-06-12 09:32:04",1131,1103,0,16,12,717,689,0,16,12,684,33,1225,508,34,47,54,68,485,7,0,131,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,IVĂNEŞTI,164393,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:57:04",3219,3120,2,27,70,1431,1333,1,27,70,1355,76,3523,2092,67,94,108,99,139,1,0,857,8,1,193,1,1,63,0,0,0,0,0,0,0,0,0,0,0,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,IVEŞTI,164543,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:09:58",2183,2126,0,6,51,1212,1155,0,6,51,1176,36,2385,1173,58,82,94,102,65,0,1,538,5,0,0,0,0,32,0,0,522,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,LAZA,164598,2,FINAL,UAT,CL,CL_CE,"2024-06-14 17:14:11",2572,2569,0,0,3,1181,1178,0,0,3,1138,43,2830,1649,56,79,91,76,545,7,0,446,5,1,48,0,0,0,0,0,0,0,0,0,0,0,45,0,0,6,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,LIPOVĂŢ,164687,2,FINAL,UAT,CL,CL_CE,"2024-06-16 11:40:12",3261,3233,1,26,1,1574,1547,0,26,1,1498,72,3579,2009,74,104,119,113,311,2,1,1070,9,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,"LUNCA BANULUI",164749,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:38:47",2771,2730,0,20,21,1453,1412,0,20,21,1383,70,3041,1588,69,96,110,106,308,2,1,945,8,1,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,MĂLUŞTENI,164829,2,FINAL,UAT,CL,CL_CE,"2024-06-14 16:53:29",1715,1574,0,76,65,1059,919,0,76,64,1003,55,1743,682,50,70,80,86,48,0,0,558,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,MICLEŞTI,164892,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:20:11",1924,1899,0,10,15,981,956,0,10,15,887,94,2081,1100,44,62,70,79,422,5,0,285,3,1,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,"MUNICIPIUL BÂRLAD",161794,1,FINAL,UAT,CL,CL_CE,"2024-06-10 16:55:10",55380,55049,16,237,78,20028,19716,0,234,78,19207,820,61015,40981,960,1344,1536,830,2147,2,1,8714,10,1,1628,1,1,0,0,0,997,1,0,686,0,0,0,0,0,200,0,0,2753,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1191,1,0,497,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,"MUNICIPIUL HUŞI",161829,2,FINAL,UAT,CL,CL_CE,"2024-06-13 15:46:50",29791,29593,9,132,57,9075,8885,1,132,57,8703,367,32908,23606,435,609,696,426,1507,3,1,4307,10,0,1690,3,1,409,0,0,0,0,0,0,0,0,591,1,0,139,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,"MUNICIPIUL VASLUI",161945,2,FINAL,UAT,CL,CL_CE,"2024-06-14 12:11:21",131818,131130,36,592,60,22238,21612,1,578,47,21278,960,145717,123479,1063,1489,1702,871,2890,3,0,8631,9,1,3247,3,1,0,0,0,589,0,0,0,0,0,0,0,0,646,0,0,5275,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,"MUNTENII DE JOS",164936,2,FINAL,UAT,CL,CL_CE,"2024-06-14 18:52:58",3842,3808,0,15,19,1998,1964,0,15,19,1925,66,4103,2105,96,134,154,140,1269,9,0,453,3,0,106,0,1,0,0,0,0,0,0,15,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,"MUNTENII DE SUS",167302,2,FINAL,UAT,CL,CL_CE,"2024-06-14 17:06:11",3446,3432,2,7,5,1315,1303,0,7,5,1228,87,3788,2473,61,85,98,94,404,4,0,634,6,1,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,OLTENEŞTI,165069,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:56:19",2115,2082,1,32,0,1073,1041,0,32,0,1011,62,2274,1201,50,70,80,90,458,5,0,375,4,0,167,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,"ORAŞ MURGENI",164981,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:58:54",5630,5542,0,73,15,2439,2351,0,73,15,2334,93,6139,3712,116,163,186,150,637,4,0,1177,7,1,448,2,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,"ORAŞ NEGREŞTI",161856,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:12:44",7915,7844,2,48,21,3664,3595,0,48,21,3463,201,8700,5036,173,242,277,227,1583,6,1,922,4,0,242,1,0,0,0,0,39,0,0,0,0,0,0,0,0,18,0,0,379,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,OŞEŞTI,165130,1,FINAL,UAT,CL,CL_CE,"2024-06-10 16:04:58",2422,2355,0,18,49,1217,1150,0,18,49,1126,91,2589,1372,56,78,90,84,605,7,0,406,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,PĂDURENI,165185,2,FINAL,UAT,CL,CL_CE,"2024-06-14 14:44:27",3122,3053,0,27,42,1384,1315,0,27,42,1319,65,3404,2020,65,92,105,100,349,3,0,769,7,1,99,0,1,0,0,0,0,0,0,0,0,0,88,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,PERIENI,165274,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:28:34",3081,3071,1,9,0,1578,1569,0,9,0,1501,77,3379,1801,75,105,120,109,411,3,1,603,5,0,312,2,1,0,0,0,60,0,0,0,0,0,91,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,POCHIDIA,167311,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:24:02",1339,1301,0,7,31,742,704,0,7,31,683,45,1472,744,34,47,54,62,89,1,0,525,8,1,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,POGANA,165416,1,FINAL,UAT,CL,CL_CE,"2024-06-13 16:10:34",2482,2426,1,25,30,1429,1374,0,25,30,1347,82,2696,1267,67,94,107,96,362,3,1,665,6,1,0,0,0,98,1,0,27,0,0,0,0,0,64,0,0,0,0,0,0,0,0,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,POGONEŞTI,167259,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:06:58",1393,1354,0,15,24,806,767,0,15,24,758,48,1507,701,37,53,60,66,157,2,0,430,6,1,0,0,0,28,0,0,0,0,0,0,0,0,44,0,1,0,0,0,0,0,0,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,POIENEŞTI,165336,3,FINAL,UAT,CL,CL_CE,"2024-06-14 19:38:10",2321,2202,0,75,44,1360,1241,0,75,44,1287,73,2430,1070,64,90,102,112,53,0,0,867,7,1,288,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,PUIEŞTI,165470,2,FINAL,UAT,CL,CL_CE,"2024-06-13 21:04:45",3585,3480,1,77,27,2107,2003,0,77,27,1980,127,3854,1747,99,138,158,147,211,1,0,1289,8,1,412,2,1,0,0,0,0,0,0,0,0,0,51,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,PUNGEŞTI,165611,1,FINAL,UAT,CL,CL_CE,"2024-06-10 21:53:46",2482,2449,0,17,16,1338,1305,0,17,16,1290,48,2678,1340,64,90,103,99,506,5,0,684,6,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,PUŞCAŞI,167320,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:51:56",3010,2919,0,25,66,1257,1166,0,25,66,1172,85,3291,2034,58,82,93,86,146,1,1,757,8,1,108,1,0,108,1,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,RAFAILA,167240,2,FINAL,UAT,CL,CL_CE,"2024-06-14 20:14:52",1464,1411,1,14,38,855,802,1,14,38,816,39,1600,745,40,57,65,70,125,1,1,585,8,0,39,0,0,0,0,0,0,0,0,0,0,0,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,REBRICEA,165719,3,FINAL,UAT,CL,CL_CE,"2024-06-15 11:36:12",2738,2663,0,34,41,1488,1413,0,34,41,1420,67,2998,1510,71,99,113,109,461,4,0,854,7,1,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,ROŞIEŞTI,165817,2,FINAL,UAT,CL,CL_CE,"2024-06-14 18:21:32",2485,2373,2,40,70,1360,1280,1,38,41,1286,74,2700,1340,64,90,102,114,103,0,1,713,6,0,116,1,0,27,0,0,0,0,0,0,0,0,327,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,VASLUI,SOLEŞTI,165899,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:36:48",2895,2839,0,37,19,1482,1426,0,37,19,1393,87,3129,1647,69,97,111,99,51,0,0,764,7,1,374,3,1,8,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
