precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL BRĂDEŞTII BĂTRÂNI",263,BRĂDEŞTI,71055,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:11:54",325,303,0,15,7,228,206,0,15,7,211,16,400,172,114,20,6,12,45,12,2
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL ” CURCUBEUL ” RĂCARI",265,BRĂDEŞTI,71055,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:31:51",949,896,3,42,8,642,592,0,42,8,613,29,1000,358,311,52,9,30,184,23,4
17,DOLJ,"GRĂDINIȚA CU PROGRAM PRELUNGIT ” DUMITRU CONSTANTINESCU ” TATOMIREŞTI",266,BRĂDEŞTI,71055,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:34:47",848,824,0,13,11,564,540,0,13,11,538,26,900,336,331,51,26,59,30,33,8
17,DOLJ,"SCOALA GENERALA PISCANI",264,BRĂDEŞTI,71055,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:53:44",73,62,0,11,0,56,45,0,11,0,55,1,99,43,31,2,2,1,12,6,1
17,DOLJ,"ŞCOALA GIMNAZIALĂ ”IOAN GRECESCU ” BRĂDEŞTI",262,BRĂDEŞTI,71055,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:21:12",1607,1549,3,42,13,993,937,1,42,13,927,66,1657,664,390,73,110,133,130,56,35
