precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"ŞCOALA GIMNAZIALĂ COȚATCU",314,PODGORIA,48682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:19:15",967,936,0,9,22,589,558,0,9,22,573,16,1021,432,398,70,105
10,BUZĂU,"ŞCOALA GIMNAZIALĂ PODGORIA",313,PODGORIA,48682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:04:45",1280,1233,0,28,19,799,752,0,28,19,769,30,1404,605,507,42,220
10,BUZĂU,"ŞCOALA PRIMARĂ PLEȘEȘTI",315,PODGORIA,48682,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:41:20",294,282,0,6,6,151,139,0,6,6,144,7,311,160,93,8,43
