precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
13,CLUJ,"CAMIN CULTURAL",549,"MIHAI VITEAZU",55277,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:10:38",686,667,1,15,3,409,391,0,15,3,393,16,735,326,216,109,19,29,4,16
13,CLUJ,"CASA DE CULTURĂ",547,"MIHAI VITEAZU",55277,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:22:40",1455,1429,3,20,3,740,716,1,20,3,718,22,1558,818,242,129,49,132,32,134
13,CLUJ,"SALA DE SPORT",545,"MIHAI VITEAZU",55277,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:49:19",1498,1475,1,14,8,794,772,0,14,8,772,22,1629,835,258,193,88,119,19,95
13,CLUJ,"SALA DE SPORT",546,"MIHAI VITEAZU",55277,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:52:56",968,959,1,5,3,511,503,0,5,3,500,11,1056,545,148,167,41,84,9,51
13,CLUJ,"ŞCOALA GENERALĂ",548,"MIHAI VITEAZU",55277,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:56:20",455,447,2,6,0,263,256,1,6,0,255,8,498,235,148,56,9,13,8,21
