precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ROŞAN IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","GAL GAVRIL-LUCIAN-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","CHIŞ GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi"
33,SĂLAJ,GRĂDINIȚA,298,"VALCĂU DE JOS",142952,3,PART,PRCNCT,P,P_SV,"2024-06-13 13:48:27",196,188,0,5,3,136,128,0,5,3,132,4,220,84,77,5,50
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",300,"VALCĂU DE JOS",142952,5,PART,PRCNCT,P,P_SV,"2024-06-10 03:34:52",304,300,0,4,0,215,211,0,4,0,212,3,340,125,150,2,60
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ",301,"VALCĂU DE JOS",142952,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:44:07",727,703,0,6,18,486,462,0,6,18,467,19,790,304,316,10,141
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ",299,"VALCĂU DE JOS",142952,3,PART,PRCNCT,P,P_SV,"2024-06-13 13:53:42",502,492,0,3,7,370,360,0,3,7,364,6,540,170,255,14,95
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ CU CLASELE I-VIII",297,"VALCĂU DE JOS",142952,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:21:03",705,691,0,6,8,423,409,0,6,8,413,10,750,327,267,26,120
