precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","SÎNICA DANIELA-voturi"
39,VASLUI,"CĂMINUL CULTURAL REDIU-GALIAN",245,CODĂEŞTI,163002,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:21:08",450,442,0,7,1,227,219,0,7,1,218,9,500,273,120,37,5,25,26,5
39,VASLUI,"ȘCOALA GENERALĂ GHERGHELEU",243,CODĂEŞTI,163002,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:04:30",310,306,0,4,0,140,136,0,4,0,136,4,400,260,99,9,9,16,3,0
39,VASLUI,"ȘCOALA GIMNAZIALĂ CODĂEȘTI",241,CODĂEŞTI,163002,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:34:01",881,865,1,2,13,403,388,0,2,13,380,23,956,553,227,78,6,54,13,2
39,VASLUI,"ȘCOALA GIMNAZIALĂ CODĂEȘTI",242,CODĂEŞTI,163002,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:46:34",763,750,0,1,12,381,368,0,1,12,365,16,800,419,204,63,8,74,14,2
39,VASLUI,"ȘCOALA GIMNAZIALĂ PRIBEȘTI",244,CODĂEŞTI,163002,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:59:26",944,936,0,3,5,441,433,0,3,5,417,24,1000,559,95,165,11,29,103,14
