precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL ȘOȘDEA",275,MĂURENI,53247,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:57:12",761,703,0,21,37,459,401,0,21,37,441,18,776,317,404,11,26
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ MĂURENI",274,MĂURENI,53247,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:38:09",1584,1542,5,3,34,817,779,1,3,34,792,25,1702,885,697,52,43
