precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","FORȚA DREPTEI-voturi","RADAC VASILE-voturi"
1,ALBA,"CĂMIN CULTURAL MĂTIȘEȘTI",274,HOREA,4767,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:39:07",348,337,0,3,8,239,228,0,3,8,229,10,360,121,113,25,76,4,1,10
1,ALBA,"ȘCOALA GIMNAZIALĂ HOREA",271,HOREA,4767,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:35:20",593,586,0,1,6,389,382,0,1,6,369,20,636,247,138,101,99,17,7,7
1,ALBA,"ȘCOALA PRIMARĂ GIURGIUȚ",273,HOREA,4767,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:51:51",111,107,0,4,0,75,71,0,4,0,70,5,120,45,37,9,17,6,1,0
1,ALBA,"ȘCOALA PRIMARĂ PĂTRUȘEȘTI",275,HOREA,4767,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:45:43",117,112,0,0,5,94,89,0,0,5,89,5,134,40,38,3,29,1,18,0
1,ALBA,"ȘCOALA PRIMARĂ PRELUCA",276,HOREA,4767,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:49:01",68,59,0,8,1,47,38,0,8,1,45,2,73,26,20,7,11,4,2,1
1,ALBA,"ȘCOALA PRIMARĂ TRIFEȘTI",272,HOREA,4767,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:16:25",377,370,0,0,7,259,252,0,0,7,252,6,405,147,109,18,94,0,8,23
