precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CHELU MARIAN-CORNEL-PARTIDUL NAȚIONAL LIBERAL-voturi","TOFAN GĂBIŞOR-PARTIDUL SOCIAL DEMOCRAT-voturi","BORDEEANU CONSTANTIN-MIHAI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ARMĂNUŢĂ DRAGOŞ-LIVIU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","AXINTE DAN-PAUL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
39,VASLUI,"GRĂDINIŢA CU PROGRAM NORMAL, GURA VĂII",472,STĂNILEŞTI,165979,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:36:08",366,362,0,3,1,175,171,0,3,1,168,7,400,225,20,110,11,23,4
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1, CORP B",468,STĂNILEŞTI,165979,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:00:32",840,828,0,1,11,398,386,0,1,11,383,15,900,502,66,193,14,103,7
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1, CORP B",467,STĂNILEŞTI,165979,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:30:04",1338,1313,0,3,22,635,610,0,3,22,577,33,1400,765,95,308,11,154,9
39,VASLUI,"ŞCOALA GIMNAZIALĂ, POGĂNEŞTI",473,STĂNILEŞTI,165979,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:51:25",905,869,1,6,29,434,399,0,6,29,423,11,1000,566,38,325,52,6,2
39,VASLUI,"ŞCOALA PRIMARĂ, BOGDANA - VOLOSENI",469,STĂNILEŞTI,165979,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:48:51",122,112,0,7,3,74,64,0,7,3,68,6,157,83,25,33,3,5,2
39,VASLUI,"ŞCOALA PRIMARĂ, BUDU - CANTEMIR",470,STĂNILEŞTI,165979,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:49:39",196,192,0,3,1,89,85,0,3,1,85,4,200,111,8,66,4,4,3
39,VASLUI,"ŞCOALA PRIMARĂ, CHERSĂCOSU",471,STĂNILEŞTI,165979,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:26:53",417,412,0,3,2,210,205,0,3,2,199,11,500,290,52,126,15,6,0
