precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
27,MEHEDINŢI,"CAMIN CULTURAL VANATORI",279,VÂNĂTORI,113849,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:59:08",923,845,0,16,62,503,425,0,16,62,489,14,930,427,434,29,26
27,MEHEDINŢI,"MAGAZIN SĂTESC ROȘIORI",280,VÂNĂTORI,113849,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:45:12",774,708,0,16,50,430,364,0,16,50,418,12,779,349,385,10,23
