precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA ELECTORALĂ PARTIDUL SOCIAL DEMOCRAT + PARTIDUL VERDE-voturi"
25,ILFOV,"SCOALA CU CLASELE I-IV",135,AFUMAŢI,100834,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:19:21",1482,1427,5,29,21,915,865,0,29,21,900,15,1575,660,61,593,246
25,ILFOV,"ȘCOALA GENERALĂ NR.1",131,AFUMAŢI,100834,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:37:17",763,724,2,23,14,517,480,0,23,14,505,11,800,283,29,344,132
25,ILFOV,"ŞCOALA GENERALĂ NR. 1 CU CLASELE V - VIII",132,AFUMAŢI,100834,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:26:59",1207,1134,4,33,36,812,743,0,33,36,797,15,1250,438,43,545,209
25,ILFOV,"ŞCOALA GENERALĂ NR. 2 CU CLASELE I - IV",134,AFUMAŢI,100834,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:33:43",1767,1700,0,34,33,1136,1072,0,31,33,1108,28,1950,814,71,835,202
25,ILFOV,"ŞCOALA GENERALĂ NR. 3 CU CLASELE I - IV",133,AFUMAŢI,100834,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:00:08",1731,1655,4,37,35,1240,1168,0,37,35,1203,37,1850,610,44,973,186
