precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STĂNICĂ MIHAI-CĂTĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi","BĂRZĂGEANU CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","PARASCHIV NICOLAE-GABRIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PAVEL DUMITRU-ANDREI-FORȚA DREPTEI-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL MĂGURA",299,MIHĂEŞTI,171325,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:09:14",776,746,0,17,13,511,481,0,17,13,495,16,820,309,197,252,32,14
40,VÂLCEA,"CĂMINUL CULTURAL VULPUEŞTI",301,MIHĂEŞTI,171325,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:36:25",607,604,0,3,0,407,404,0,3,0,392,15,660,253,143,223,21,5
40,VÂLCEA,"GRĂDINIȚA BULETA",295,MIHĂEŞTI,171325,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:55:59",1272,1225,0,33,14,1272,1225,0,33,14,772,25,1380,583,268,446,54,4
40,VÂLCEA,"GRĂDINIȚA MIHĂEȘTI",296,MIHĂEŞTI,171325,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:10:33",952,930,1,15,6,579,558,0,15,6,541,17,1030,451,228,289,14,10
40,VÂLCEA,"GRĂDINIŢA STUPĂREI",300,MIHĂEŞTI,171325,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:32:31",780,762,0,12,6,422,405,0,12,5,403,19,830,408,146,229,21,7
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BÎRSEŞTI",297,MIHĂEŞTI,171325,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:26:16",709,699,0,6,4,405,395,0,6,4,383,11,780,375,191,176,11,5
40,VÂLCEA,"ȘCOALA GENERALĂ",298,MIHĂEŞTI,171325,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:48:22",787,776,2,6,3,458,449,0,6,3,443,15,860,378,219,197,27,0
