precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BUCATARIU BOGDAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BURLACU MARCEL-PARTIDUL NAȚIONAL LIBERAL-voturi","BUCATARIU IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","CÂRNU COSMIN-IONUŢ-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
7,BOTOŞANI,"SCOALA CU CLASELE 1-4 ICHIMENI",155,AVRĂMENI,36202,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:37:20",104,96,0,8,0,47,39,0,8,0,45,2,153,106,0,2,25,18
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ NR.1 AVRĂMENI",153,AVRĂMENI,36202,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:12:35",1260,1213,0,20,27,652,605,0,20,27,632,20,1300,648,12,51,404,165
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ NR.3 TUDOR VLADIMIRESCU",157,AVRĂMENI,36202,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:26:36",630,619,0,3,8,336,325,0,3,8,325,11,716,380,7,27,242,49
7,BOTOŞANI,"SCOALA PRIMARĂ NR.1 TIMUȘ SAT TIMUȘ",156,AVRĂMENI,36202,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:53:55",558,531,0,15,12,336,309,0,15,12,326,10,600,264,5,27,240,54
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR.4 AUREL VLAICU",154,AVRĂMENI,36202,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:21:46",463,454,0,4,5,274,265,0,4,5,268,6,500,226,11,19,126,112
